604.3,602.53033,600.75916,598.9841,597.20135,595.4087,593.6051,591.79004,589.9631,588.1241,586.27344,584.41187,582.5404,580.6604,578.7732,576.88,574.98175,573.07886,571.17163,569.2598,567.3432,565.4212,563.4934,561.5593,559.61847,557.6704,555.71484,553.75146,551.7799,549.8
604.3,602.5312,600.76086,598.98663,597.2048,595.4128,593.60974,591.795,589.968,588.1286,586.2771,584.41437,582.5415,580.6601,578.77167,576.8775,574.97864,573.07556,571.16833,569.25684,567.3406,565.41907,563.4917,561.558,559.6175,557.6697,555.71436,553.7511,551.7797,549.8
604.3,602.5329,600.76434,598.9918,597.21155,595.4211,593.61926,591.80524,589.9783,588.13806,586.28485,584.4196,582.5438,580.65936,578.76825,576.87213,574.9721,573.0686,571.1616,569.25073,567.3354,565.4148,563.4883,561.55536,559.61554,557.6683,555.7134,553.75055,551.7795,549.8
604.3,602.5355,600.76953,598.99963,597.22205,595.43396,593.6342,591.8215,589.9947,588.1533,586.2974,584.4281,582.5473,580.6578,578.76227,576.86304,574.96124,573.0574,571.151,569.24133,567.32745,565.4084,563.48334,561.55164,559.61273,557.6663,555.71204,553.7497,551.77905,549.8
604.3,602.539,600.7765,599.01025,597.2363,595.45184,593.6552,591.8447,590.01874,588.17596,586.3162,584.44055,582.552,580.65454,578.75244,576.84875,574.94495,573.04095,571.1359,569.22833,567.31683,565.4001,563.477,561.54694,559.6093,557.6639,555.7104,553.74866,551.77856,549.8
604.3,602.5432,600.78516,599.02356,597.2545,595.4751,593.6833,591.8766,590.0524,588.20844,586.34344,584.4586,582.55804,580.64844,578.7366,576.82697,574.921,573.0179,571.11554,569.2115,567.3036,565.3901,563.46967,561.5416,559.6056,557.6613,555.7087,553.7476,551.7781,549.8
604.3,602.54816,600.7952,599.0393,597.2767,595.50415,593.71936,591.919,590.09894,588.25476,586.38324,584.4848,582.56555,580.63696,578.7108,576.79376,574.88654,572.9863,571.0891,569.1908,567.28815,565.379,563.462,561.5363,559.602,557.6589,555.70703,553.74664,551.7776,549.8
604.3,602.5534,600.8062,599.0569,597.30206,595.53876,593.7643,591.97424,590.1625,588.32104,586.44257,584.5243,582.5746,580.6152,578.6682,576.7429,574.8373,572.9442,571.056,569.16656,567.2714,565.368,563.4549,561.53174,559.59894,557.6568,555.70575,553.74585,551.7772,549.8
604.3,602.55865,600.8173,599.0752,597.3295,595.578,593.81793,592.04443,590.2486,588.41724,586.5342,584.5874,582.58545,580.57306,578.5961,576.66473,574.7678,572.8895,571.01666,569.1403,567.25525,565.35876,563.4498,561.52875,559.597,557.6556,555.7049,553.7453,551.777,549.8
604.3,602.5632,600.8272,599.0922,597.35657,595.61914,593.87854,592.1302,590.3633,588.5578,586.6818,584.69763,582.5986,580.4871,578.4704,576.5443,574.6722,572.82184,570.97314,569.1151,567.2428,565.3542,563.44904,561.5284,559.5967,557.6553,555.70465,553.7452,551.7769,549.8
604.3,602.56616,600.8341,599.1051,597.37915,595.65704,593.9404,592.2279,590.50964,588.76184,586.92993,584.91425,582.615,580.2978,578.2459,576.3623,574.54724,572.74524,570.93146,569.0968,567.239,565.3584,563.45575,561.53107,559.59796,557.65594,555.705,553.7453,551.777,549.8
604.3,602.5667,600.83606,599.1104,597.39154,595.68317,593.99194,592.32495,590.6792,589.04297,587.3539,585.4048,582.62256,579.8167,577.8284,576.08777,574.3855,572.65656,570.8867,569.0774,567.2336,565.36,563.4597,561.5341,559.60004,557.6572,555.7058,553.7458,551.77716,549.8
604.3,602.5639,600.831,599.1044,597.3872,595.68604,594.01306,592.3865,590.8249,589.3623,588.022,586.7155,-1e+30,578.48834,577.139,575.75146,574.22723,572.58545,570.8578,569.0684,567.2337,565.36365,563.46405,561.5377,559.6026,557.65894,555.70685,553.74634,551.7774,549.8
604.3,602.55725,600.8177,599.08435,597.3607,595.65466,593.98175,592.3691,590.85803,589.54626,588.64264,-1e+30,-1e+30,-1e+30,576.4656,575.5302,574.164,572.57733,570.8669,569.08093,567.2449,565.37225,563.4703,561.5421,559.6055,557.6608,555.708,553.74695,551.77765,549.8
604.3,602.5469,600.7961,599.04987,597.31036,595.5841,593.8844,592.2361,590.67883,589.3101,588.3489,-1e+30,-1e+30,-1e+30,576.7085,575.71924,574.29956,572.67004,570.928,569.1197,567.26825,565.3857,563.47784,561.54675,559.6085,557.66266,555.709,553.74744,551.77783,549.8
604.3,602.53345,600.76794,599.0038,597.24066,595.4806,593.72955,591.998,590.2976,588.65393,587.082,585.4349,-1e+30,579.5674,577.9206,576.31775,574.6227,572.8523,571.0318,569.1774,567.2984,565.3997,563.48376,561.5504,559.6109,557.66406,555.7096,553.7475,551.7777,549.8
604.3,602.52496,600.75024,598.9748,597.1963,595.4141,593.62854,591.8394,590.04486,588.2394,586.4077,584.51294,582.4978,580.4756,578.5595,576.6906,574.83215,572.9688,571.0952,569.20984,567.3125,565.4034,563.48285,561.55133,559.61176,557.6644,555.70953,553.74713,551.7773,549.8
604.3,602.5228,600.7457,598.9674,597.1853,595.39813,593.60547,591.8061,589.9972,588.17303,586.3234,584.4335,582.4959,580.5503,578.6376,576.75006,574.87274,572.99524,571.112,569.2202,567.31866,565.407,563.485,561.5528,559.6128,557.6651,555.70996,553.7474,551.77734,549.8
604.3,602.52045,600.74084,598.9596,597.1738,595.3821,593.5835,591.7767,589.9589,588.12634,586.2734,584.39514,582.4935,580.58356,578.6822,576.7911,574.9052,573.01917,571.1289,569.2318,567.32654,565.4122,563.48846,561.55524,559.6145,557.6663,555.71075,553.74786,551.7776,549.8
604.3,602.51807,600.73596,598.9519,597.1629,595.3673,593.5642,591.7523,589.92975,588.094,586.2425,584.374,582.49115,580.6,578.7082,576.8185,574.9296,573.039,571.14417,569.2432,567.33484,565.41815,563.49274,561.55835,559.6167,557.6679,555.71185,553.7485,551.7779,549.8
604.3,602.5158,600.7314,598.94476,597.153,595.3544,593.54803,591.73303,589.90796,588.07153,586.22253,584.361,582.489,580.6086,578.7239,576.83685,574.9475,573.05475,571.15717,569.25354,567.34283,565.42426,563.4973,561.5617,559.6192,557.66974,555.7131,553.74927,551.77826,549.8
604.3,602.5138,600.7273,598.93854,597.1445,595.34344,593.5349,591.71796,589.8918,588.0556,586.20905,584.3524,582.48706,580.6134,578.73364,576.8492,574.9604,573.06683,571.1678,569.26245,567.35004,565.43,563.5018,561.5652,559.6218,557.67163,555.7144,553.7501,551.7787,549.8
604.3,602.512,600.7237,598.93317,597.1373,595.33453,593.5244,591.7063,589.8797,588.0442,586.1996,584.3464,582.4854,580.61615,578.7399,576.85767,574.9697,573.0761,571.17633,569.2699,567.3563,565.4351,563.506,561.5685,559.6244,557.6735,555.71576,553.75104,551.7791,549.8
604.3,602.51056,600.72076,598.9287,597.1315,595.3274,593.5162,591.6974,589.87067,588.0358,586.1929,584.34204,582.484,580.61774,578.744,576.8635,574.9765,573.08307,571.183,569.27594,567.36163,565.43964,563.50964,561.5714,559.6267,557.6753,555.71704,553.75183,551.77954,549.8
604.3,602.50934,600.7183,598.9252,597.1268,595.3218,593.5098,591.6907,589.864,588.0297,586.1879,584.33887,582.4829,580.6187,578.74677,576.8676,574.98145,573.0883,571.1882,569.28076,567.36597,565.4434,563.5128,561.57404,559.6288,557.6769,555.7182,553.75256,551.7799,549.8
604.3,602.50836,600.71643,598.92236,597.12317,595.31744,593.505,591.6856,589.8591,588.02527,586.1844,584.3365,582.482,580.6192,578.7486,576.8705,574.985,573.09216,571.1921,569.28455,567.3694,565.4465,563.51544,561.57623,559.63055,557.6783,555.71924,553.75323,551.7802,549.8
604.3,602.5076,600.71497,598.9202,597.1204,595.3142,593.50146,591.6819,589.85547,588.0221,586.1818,584.33484,582.48126,580.6195,578.7499,576.87244,574.9875,573.095,571.195,569.28735,567.3721,565.4488,563.5175,561.578,559.632,557.6794,555.72003,553.7538,551.78046,549.8
604.3,602.5071,600.7139,598.9187,597.11847,595.31195,593.49896,591.6793,589.85297,588.0199,586.18005,584.3336,582.4808,580.6197,578.7507,576.8738,574.9892,573.0969,571.197,569.2894,567.37396,565.45056,563.51904,561.5793,559.63306,557.68024,555.72064,553.7542,551.7807,549.8
604.3,602.5067,600.71326,598.9177,597.1172,595.3105,593.4974,591.6777,589.8514,588.0185,586.17896,584.3329,582.4804,580.61975,578.7511,576.8746,574.99023,573.09814,571.1983,569.2907,567.3752,565.4517,563.5201,561.58014,559.6338,557.6808,555.72107,553.75446,551.7808,549.8
604.3,602.5066,600.7129,598.91724,597.1166,595.30975,593.4966,591.6769,589.85065,588.0178,586.1784,584.3325,582.4802,580.6198,578.75134,576.875,574.9908,573.09875,571.199,569.2913,567.3758,565.4523,563.52057,561.58057,559.63416,557.6811,555.7213,553.75464,551.7809,549.8
